id,Type,Subtype,City,Country,Description,Price
0558,accommodation,Luxury Hotel,Amman,Jordan,InterContinental Amman – 5-star luxury hotel in Jabal Amman,230.0
0559,accommodation,Hotel,Amman,Jordan,Jordan Tower Hotel – 3-star hotel near Roman Amphitheatre,60.0
0560,accommodation,Luxury Hotel,Amman,Jordan,Le Meridien Amman – 5-star luxury hotel in Abdali,220.0
0561,accommodation,Hostel,Amman,Jordan,Sydney Hostel – Budget hostel near 1st Circle,14.0
0562,accommodation,Hostel,Aqaba,Jordan,Aqaba Red Sea Hostel – Casual hostel with a relaxed atmosphere and local design elements near the Red Sea.,25.0
0563,accommodation,Luxury Hotel,Aqaba,Jordan,"Kempinski Hotel Aqaba – Seafront luxury hotel with panoramic Red Sea views, elegant rooms, and upscale dining options.",220.0
0564,accommodation,Hostel,Aqaba,Jordan,"Bedouin Garden Hostel – Simple hostel near South Beach, desert vibe",12.0
0565,accommodation,Guesthouse,Aqaba,Jordan,Guesthouse Aqaba – Guesthouse near Aqaba Fort,30.0
0566,accommodation,Hotel,Aqaba,Jordan,DoubleTree by Hilton Aqaba – 4-star hotel with Red Sea views,90.0
0567,accommodation,Luxury Hotel,Aqaba,Jordan,Movenpick Resort Aqaba – 5-star luxury hotel with beach,200.0
0568,accommodation,Guesthouse,Aqaba,Jordan,Riad Aqaba – Guesthouse near Ayla Ruins,35.0
0569,accommodation,Hostel,Aqaba,Jordan,Hostel South Beach – Budget hostel near dive sites,13.0
0570,accommodation,Luxury Hotel,Aqaba,Jordan,Kempinski Aqaba – 5-star luxury hotel with Red Sea beach,240.0
0571,accommodation,Hostel,Aqaba,Jordan,Aqaba Adventure Hostel – Budget hostel near dive centers,14.0
0572,accommodation,Luxury Hotel,Aqaba,Jordan,InterContinental Aqaba – 5-star luxury hotel with beach,230.0
0573,accommodation,Hotel,Aqaba,Jordan,Captain’s Hotel – 3-star hotel near Aqaba Marina,70.0
0574,accommodation,Guesthouse,Dead Sea,Jordan,"Dead Sea Authentic Guesthouse – Simple guesthouse along the shores of the Dead Sea offering a relaxed, traditional experience.",22.0
0575,accommodation,Luxury Resort,Dead Sea,Jordan,"Mövenpick Resort & Spa Dead Sea – Resort offering therapeutic treatments with natural Dead Sea products, multiple pools, and dining options.",250.0
0576,accommodation,Hostel,Dead Sea,Jordan,Dead Sea Hostel – Simple hostel near Dead Sea shore,15.0
0577,accommodation,Guesthouse,Dead Sea,Jordan,Guesthouse Dead Sea – Guesthouse with salt lake access,40.0
0578,accommodation,Luxury Hotel,Dead Sea,Jordan,Movenpick Dead Sea – 5-star luxury resort with spa,300.0
0579,accommodation,Hotel,Dead Sea,Jordan,Holiday Inn Dead Sea – 4-star hotel with pool,130.0
0580,accommodation,Guesthouse,Dead Sea,Jordan,Riad Dead Sea – Guesthouse near Dead Sea Panorama,45.0
0581,accommodation,Hostel,Dead Sea,Jordan,Hostel Salt – Simple hostel near Dead Sea resorts,14.0
0582,accommodation,Luxury Hotel,Dead Sea,Jordan,Crowne Plaza Dead Sea – 5-star luxury hotel with beach,280.0
0583,accommodation,Luxury Hotel,Dead Sea,Jordan,Kempinski Dead Sea – 5-star luxury hotel with spa,300.0
0584,accommodation,Hotel,Dead Sea,Jordan,Ramada Dead Sea – 4-star hotel with beach access,120.0
0585,accommodation,Guesthouse,Irbid,Jordan,Irbid Cultural Guesthouse – Off‑beat guesthouse providing warm local hospitality in a less‑explored part of Jordan.,20.0
0586,accommodation,Hostel,Irbid,Jordan,Irbid Hostel – Simple hostel near Yarmouk University,10.0
0587,accommodation,Guesthouse,Irbid,Jordan,Guesthouse Irbid – Guesthouse in city center,25.0
0588,accommodation,Hotel,Irbid,Jordan,Sedrh Hotel – 3-star hotel with basic amenities,50.0
0589,accommodation,Hotel,Irbid,Jordan,Landmark Irbid – 4-star hotel with modern rooms,70.0
0590,accommodation,Guesthouse,Irbid,Jordan,Riad Irbid – Guesthouse near Arabella Mall,25.0
0591,accommodation,Hostel,Irbid,Jordan,Hostel Irbid – Simple hostel near city center,10.0
0592,accommodation,Hotel,Irbid,Jordan,Raddan Hotel – 3-star hotel with basic rooms,50.0
0593,accommodation,Hotel,Irbid,Jordan,Al Joude Hotel – 3-star hotel near university,55.0
0594,accommodation,Hotel,Irbid,Jordan,Irbid Plaza Hotel – 3-star hotel with city views,60.0
0595,accommodation,Hostel,Jerash,Jordan,"Jerash Local Hostel – Budget‑friendly hostel situated near ancient ruins with a quiet, authentic ambiance.",18.0
0596,accommodation,Hostel,Jerash,Jordan,Jerash Hostel – Budget hostel near Jerash ruins,12.0
0597,accommodation,Guesthouse,Jerash,Jordan,Guesthouse Jerash – Guesthouse near Hadrian’s Arch,30.0
0598,accommodation,Hotel,Jerash,Jordan,Olive Branch Hotel – 3-star hotel with countryside views,60.0
0599,accommodation,Hotel,Jerash,Jordan,Jerash Eco Lodge – 4-star eco-hotel with nature focus,80.0
0600,accommodation,Guesthouse,Jerash,Jordan,Riad Jerash – Guesthouse near Roman ruins,30.0
0601,accommodation,Hostel,Jerash,Jordan,Hostel Artemis – Budget hostel near Artemis Temple,12.0
0602,accommodation,Hotel,Jerash,Jordan,Hadrian Hotel – 3-star hotel with garden,55.0
0603,accommodation,Hotel,Jerash,Jordan,Ajloun Forest Cabins – 4-star eco-cabins near Jerash,90.0
0604,accommodation,Hotel,Jerash,Jordan,Jerash Camp – 3-star campsite with tents,50.0
0605,accommodation,Hostel,Karak,Jordan,Karak Hostel – Simple hostel near Karak Castle,12.0
0606,accommodation,Guesthouse,Karak,Jordan,Guesthouse Karak – Guesthouse with castle views,30.0
0607,accommodation,Hotel,Karak,Jordan,Cairwan Hotel – 3-star hotel in Karak town,50.0
0608,accommodation,Hotel,Karak,Jordan,Mujeb Chalets – 4-star chalet hotel near Mujib Reserve,90.0
0609,accommodation,Guesthouse,Karak,Jordan,Riad Karak – Guesthouse near Crusader Castle,30.0
0610,accommodation,Hostel,Karak,Jordan,Hostel Karak – Simple hostel with castle proximity,12.0
0611,accommodation,Hotel,Karak,Jordan,Towers Castle Hotel – 3-star hotel with views,55.0
0612,accommodation,Hotel,Karak,Jordan,Al Mujeb Hotel – 3-star hotel near Karak town,50.0
0613,accommodation,Guesthouse,Karak,Jordan,Karak Rest House – Guesthouse near castle,30.0
0614,accommodation,Guesthouse,Kerak,Jordan,"Kerak Old Town Guesthouse – Quaint guesthouse in the ancient town of Kerak, providing a rich cultural immersion.",20.0
0615,accommodation,Hostel,Ma’an,Jordan,Ma’an Hostel – Budget hostel near Ma’an city center,10.0
0616,accommodation,Guesthouse,Ma’an,Jordan,Guesthouse Ma’an – Guesthouse near Shobak Castle,25.0
0617,accommodation,Hotel,Ma’an,Jordan,Al Nawafleh Hotel – 3-star hotel with basic facilities,45.0
0618,accommodation,Hotel,Ma’an,Jordan,Petra Panorama Hotel – 4-star hotel with desert views,80.0
0619,accommodation,Guesthouse,Ma’an,Jordan,Riad Ma’an – Guesthouse near desert highway,25.0
0620,accommodation,Hostel,Ma’an,Jordan,Hostel Desert – Budget hostel near Ma’an outskirts,10.0
0621,accommodation,Hotel,Ma’an,Jordan,Shobak Hotel – 3-star hotel near Shobak Castle,50.0
0622,accommodation,Guesthouse,Ma’an,Jordan,Dana Guesthouse – Guesthouse in Dana Biosphere Reserve,40.0
0623,accommodation,Hotel,Ma’an,Jordan,Feynan Ecolodge – 4-star eco-hotel in Dana Reserve,100.0
0624,accommodation,Guesthouse/Riad,Madaba,Jordan,"Madaba Traditional Riad – Charming riad with intricate mosaic details, set in the historic heart of Madaba.",18.0
0625,accommodation,Hostel,Madaba,Jordan,Madaba Hostel – Simple hostel near St. George’s Church,14.0
0626,accommodation,Guesthouse,Madaba,Jordan,Guesthouse Madaba – Guesthouse near Mosaic Map,35.0
0627,accommodation,Hotel,Madaba,Jordan,Mariam Hotel – 3-star hotel with pool,70.0
0628,accommodation,Hotel,Madaba,Jordan,Grand Hotel Madaba – 4-star hotel with modern amenities,90.0
0629,accommodation,Guesthouse,Madaba,Jordan,Riad Madaba – Guesthouse near Mount Nebo road,35.0
0630,accommodation,Hostel,Madaba,Jordan,Hostel Mosaic – Simple hostel near mosaic sites,13.0
0631,accommodation,Hotel,Madaba,Jordan,Salome Hotel – 3-star hotel with local charm,60.0
0632,accommodation,Hotel,Madaba,Jordan,Madaba Hotel – 3-star hotel near city center,55.0
0633,accommodation,Hotel,Madaba,Jordan,Moab Land Hotel – 3-star hotel with rooftop,60.0
0634,accommodation,5‑star Luxury,Petra,Jordan,Mövenpick Resort Petra – Scenic resort blending luxury with traditional design near the ancient city of Petra,220.0
0635,accommodation,Luxury Hotel,Petra,Jordan,"Mövenpick Resort Petra – Located at the entrance to the historic city of Petra, offering comfortable rooms and traditional decor.",200.0
0636,accommodation,Guesthouse,Petra,Jordan,Petra Bedouin Guesthouse – Authentic experience with Bedouin hospitality just outside Petra’s ancient ruins.,25.0
0637,accommodation,Guesthouse,Petra,Jordan,"Petra Guest House – Guesthouse near Petra entrance, cave bar",50.0
0638,accommodation,Hostel,Petra,Jordan,"Nomads Petra Hostel – Budget hostel in Wadi Musa, near Petra",18.0
0639,accommodation,Luxury Hotel,Petra,Jordan,Movenpick Petra – 5-star luxury hotel opposite Petra gate,220.0
0640,accommodation,Hotel,Petra,Jordan,Petra Moon Hotel – 4-star hotel with rooftop pool,110.0
0641,accommodation,Guesthouse,Petra,Jordan,"Riad Petra – Guesthouse in Wadi Musa, near Siq",45.0
0642,accommodation,Hostel,Petra,Jordan,Hostel Petra Moon – Budget hostel with Petra proximity,16.0
0643,accommodation,Luxury Hotel,Petra,Jordan,Marriott Petra – 5-star luxury hotel with valley views,200.0
0644,accommodation,Hotel,Petra,Jordan,"Petra Palace Hotel – 3-star hotel with pool, Wadi Musa",80.0
0645,accommodation,Hotel,Petra,Jordan,Seven Wonders Hotel – 4-star hotel near Petra entrance,100.0
0646,accommodation,Hostel,Salt,Jordan,Salt Hostel – Budget hostel near historic Salt old town,12.0
0647,accommodation,Guesthouse,Salt,Jordan,Guesthouse Salt – Guesthouse near Harmony Trail,30.0
0648,accommodation,Hotel,Salt,Jordan,Beit Aziz – 3-star guesthouse-hotel hybrid,60.0
0649,accommodation,Hotel,Salt,Jordan,Saltus Hotel – 4-star hotel with panoramic views,80.0
0650,accommodation,Guesthouse,Salt,Jordan,Riad Salt – Guesthouse near Ottoman houses,35.0
0651,accommodation,Hostel,Salt,Jordan,Hostel Harmony – Budget hostel near Salt Museum,12.0
0652,accommodation,Hotel,Salt,Jordan,Salt Heritage Hotel – 3-star hotel with historic vibe,65.0
0653,accommodation,Hotel,Salt,Jordan,Salt Panorama Hotel – 3-star hotel with valley views,60.0
0654,accommodation,Guesthouse,Salt,Jordan,Beit Al Salt – Guesthouse in historic district,35.0
0655,accommodation,Hostel/Camp,Wadi Rum,Jordan,Wadi Rum Bedouin Camp Hostel – Traditional Bedouin camp offering hostel‑style dorms under the stars in the vast desert.,30.0
0656,accommodation,Hostel,Fahaheel,Kuwait,Fahaheel Hostel – Budget hostel near Al Kout Mall,13.0
0657,accommodation,Guesthouse,Fahaheel,Kuwait,Guesthouse Fahaheel – Guesthouse near waterfront,35.0
0658,accommodation,Luxury Hotel,Fahaheel,Kuwait,Hilton Kuwait Resort – 5-star luxury hotel with beach,220.0
0659,accommodation,Hotel,Fahaheel,Kuwait,Safir Fintas Hotel – 4-star hotel with sea views,100.0
0660,accommodation,Guesthouse,Fahaheel,Kuwait,Riad Fahaheel – Guesthouse near Fahaheel Souq,35.0
0661,accommodation,Hostel,Fahaheel,Kuwait,Hostel Al Kout – Budget hostel near Al Kout Beach,12.0
0662,accommodation,Luxury Hotel,Fahaheel,Kuwait,Waldorf Astoria Kuwait – 5-star luxury hotel in Avenues Mall,350.0
0663,accommodation,Hotel,Fahaheel,Kuwait,Red Tower Hotel – 3-star hotel near Fahaheel Park,65.0
0664,accommodation,Hostel,Hawally,Kuwait,Hawally Hostel – Budget hostel near Hawally Park,13.0
0665,accommodation,Guesthouse,Hawally,Kuwait,Guesthouse Hawally – Guesthouse in residential area,30.0
0666,accommodation,Hotel,Hawally,Kuwait,Times Square Suites – 3-star hotel with serviced apartments,70.0
0667,accommodation,Luxury Hotel,Hawally,Kuwait,Crowne Plaza Kuwait – 5-star luxury hotel near airport,200.0
0668,accommodation,Guesthouse,Hawally,Kuwait,Riad Hawally – Guesthouse near Tunis Street,35.0
0669,accommodation,Hotel,Hawally,Kuwait,Ibis Hawally – 3-star hotel near malls,75.0
0670,accommodation,Luxury Hotel,Hawally,Kuwait,The Regency Kuwait – 5-star luxury hotel with beach,240.0
0671,accommodation,Hostel,Hawally,Kuwait,Hostel Hawally – Simple hostel near Beirut Street,13.0
0672,accommodation,Hotel,Hawally,Kuwait,Holiday Inn Kuwait – 4-star hotel with pool,130.0
0673,accommodation,Hostel,Jahra,Kuwait,Jahra Hostel – Simple hostel near Jahra Gate,12.0
0674,accommodation,Guesthouse,Jahra,Kuwait,Guesthouse Jahra – Guesthouse near Red Fort,30.0
0675,accommodation,Hotel,Jahra,Kuwait,Jahra Copthorne Hotel – 4-star hotel with pool,90.0
0676,accommodation,Hotel,Jahra,Kuwait,Al Jahra Resort – 4-star resort with desert views,110.0
0677,accommodation,Guesthouse,Jahra,Kuwait,Riad Jahra – Guesthouse near Jahra Farms,30.0
0678,accommodation,Hotel,Jahra,Kuwait,Jahra Inn – 3-star hotel with basic amenities,60.0
0679,accommodation,Hotel,Jahra,Kuwait,Swiss-Belhotel Plaza – 4-star hotel with modern design,90.0
0680,accommodation,Hostel,Jahra,Kuwait,Hostel Red Fort – Budget hostel near historic site,12.0
0681,accommodation,Hostel,Kuwait City,Kuwait,"Kuwait Hostel – Budget hostel near Souq Al-Mubarakiya, shared dorms",15.0
0682,accommodation,Guesthouse,Kuwait City,Kuwait,Guesthouse Al Hamra – Guesthouse near Kuwait Towers,40.0
0683,accommodation,Hotel,Kuwait City,Kuwait,Hilton Garden Inn – 4-star hotel in business district,120.0
0684,accommodation,Luxury Hotel,Kuwait City,Kuwait,Four Seasons Kuwait – 5-star luxury hotel in Burj Alshaya,300.0
0685,accommodation,Guesthouse,Kuwait City,Kuwait,Riad Kuwait – Guesthouse near Liberation Tower,45.0
0686,accommodation,Hostel,Kuwait City,Kuwait,Hostel Souq – Budget hostel near Grand Mosque,14.0
0687,accommodation,Luxury Hotel,Kuwait City,Kuwait,Sheraton Kuwait – 5-star luxury hotel in city center,280.0
0688,accommodation,Luxury Hotel,Kuwait City,Kuwait,Marina Hotel – 5-star luxury hotel with private beach,270.0
0689,accommodation,Hotel,Kuwait City,Kuwait,Al Hamra Hotel – 4-star hotel near Al Hamra Tower,110.0
0690,accommodation,Hotel,Kuwait City,Kuwait,Courtyard Marriott – 4-star hotel in business district,140.0
0691,accommodation,Hostel,Salmiya,Kuwait,Salmiya Hostel – Simple hostel near Marina Crescent,14.0
0692,accommodation,Guesthouse,Salmiya,Kuwait,Guesthouse Salmiya – Guesthouse near Salem Al Mubarak Street,35.0
0693,accommodation,Luxury Hotel,Salmiya,Kuwait,Movenpick Al Bida’a – 5-star luxury hotel with beach,250.0
0694,accommodation,Hotel,Salmiya,Kuwait,Ibis Salmiya – 3-star hotel near shopping malls,80.0
0695,accommodation,Guesthouse,Salmiya,Kuwait,Riad Salmiya – Guesthouse near Scientific Center,40.0
0696,accommodation,Hostel,Salmiya,Kuwait,Hostel Marina – Simple hostel near Salmiya Beach,13.0
0697,accommodation,Luxury Hotel,Salmiya,Kuwait,Radisson Blu Kuwait – 5-star luxury hotel with marina,260.0
0698,accommodation,Hotel,Salmiya,Kuwait,Costa Del Sol Hotel – 4-star hotel with sea views,100.0
0699,accommodation,Hotel,Salmiya,Kuwait,Le Royal Hotel – 4-star hotel near Gulf Road,120.0
0700,accommodation,Luxury Hotel,Salmiya,Kuwait,Symphony Style Hotel – 5-star luxury hotel with rooftop,230.0
0701,accommodation,Guesthouse,Batroun,Lebanon,Batroun Coastal Guesthouse – Authentic guesthouse in the seaside town of Batroun with traditional decor and a relaxed vibe.,28.0
0702,accommodation,Guesthouse,Bcharre,Lebanon,Bcharre Mountain Guesthouse – Off‑beat guesthouse nestled in the mountains with stunning views and a traditional setting.,30.0
0703,accommodation,Hostel,Beirut,Lebanon,Beirut Hamra Backpackers – Lively hostel in the Hamra area with a vibrant social scene and local decor influences.,25.0
0704,accommodation,Luxury Hotel,Beirut,Lebanon,"Four Seasons Hotel Beirut – Elegant luxury hotel with refined interiors, exceptional service, and stunning Mediterranean vistas.",300.0
0705,accommodation,Guesthouse,Beirut,Lebanon,Gemmayzeh Authentic Guesthouse – Charming guesthouse in Gemmayzeh featuring artistic touches and traditional Lebanese hospitality.,28.0
0706,accommodation,5‑star Luxury,Beirut,Lebanon,Le Gray Hotel – Stylish luxury hotel featuring a rooftop pool and contemporary design,250.0
0707,accommodation,5‑star Luxury,Beirut,Lebanon,Phoenicia Hotel Beirut – Historic hotel with beachfront access and a blend of classic elegance,300.0
0708,accommodation,Hostel,Beirut,Lebanon,"Hostel Beirut – Budget hostel in Gemmayzeh, with nightlife",15.0
0709,accommodation,Guesthouse,Beirut,Lebanon,"Saifi Urban Gardens – Guesthouse in Saifi Village, artsy vibe",40.0
0710,accommodation,Luxury Hotel,Beirut,Lebanon,Le Gray Beirut – 5-star luxury hotel in Downtown,250.0
0711,accommodation,Hotel,Beirut,Lebanon,Lancaster Raouche – 4-star hotel near Pigeon Rocks,100.0
0712,accommodation,Guesthouse,Beirut,Lebanon,Riad Beirut – Guesthouse near Hamra Street,45.0
0713,accommodation,Hostel,Beirut,Lebanon,Hostel Gemmayzeh – Simple hostel in trendy district,14.0
0714,accommodation,Luxury Hotel,Beirut,Lebanon,Movenpick Beirut – 5-star luxury hotel with seafront,220.0
0715,accommodation,Luxury Hotel,Beirut,Lebanon,InterContinental Phoenicia – 5-star luxury hotel with history,280.0
0716,accommodation,Hotel,Beirut,Lebanon,Coral Suites Al Hamra – 4-star hotel in Hamra district,90.0
0717,accommodation,Luxury Hotel,Beirut,Lebanon,The Smallville Hotel – 5-star luxury hotel in Badaro,200.0
0718,accommodation,Hotel,Beirut,Lebanon,35 Rooms Hamra – 3-star hotel with modern design,70.0
0719,accommodation,Guesthouse,Byblos,Lebanon,"Byblos Old Town Guesthouse – Historic guesthouse set in the ancient port city of Byblos with a warm, cultural ambiance.",30.0
0720,accommodation,Hostel,Byblos,Lebanon,Hostel Byblos – Budget hostel near Byblos Castle,14.0
0721,accommodation,Guesthouse,Byblos,Lebanon,Byblos Sur Mer – Guesthouse with beach access,50.0
0722,accommodation,Luxury Hotel,Byblos,Lebanon,Monoberge Hotel – 5-star luxury hotel with harbor views,200.0
0723,accommodation,Hotel,Byblos,Lebanon,Byblos Comfort Hotel – 3-star hotel near archaeological site,70.0
0724,accommodation,Guesthouse,Byblos,Lebanon,Riad Byblos – Guesthouse near Roman ruins,55.0
0725,accommodation,Hostel,Byblos,Lebanon,Hostel Jbeil – Simple hostel near old town,13.0
0726,accommodation,Hotel,Byblos,Lebanon,Canari de Byblos – 4-star hotel with pool,110.0
0727,accommodation,Luxury Hotel,Byblos,Lebanon,Aleph Boutique Hotel – 5-star luxury hotel near harbor,230.0
0728,accommodation,Luxury Hotel,Byblos,Lebanon,Edde Sands Resort – 5-star luxury resort with beach,250.0
0729,accommodation,Hostel,Jounieh,Lebanon,"Jounieh Budget Hostel – Simple hostel in Jounieh offering a friendly, local experience at a great value.",25.0
0730,accommodation,Hostel,Sidon,Lebanon,Sidon Cultural Hostel – Off‑beat hostel offering a blend of local culture and budget‑friendly accommodations in Sidon.,25.0
0731,accommodation,Hostel,Sidon,Lebanon,Hostel Sidon – Budget hostel near Sea Castle,12.0
0732,accommodation,Guesthouse,Sidon,Lebanon,Guesthouse Saida – Guesthouse near Khan el Franj,30.0
0733,accommodation,Hotel,Sidon,Lebanon,Al Qualaa Boutique – 4-star hotel with historic charm,80.0
0734,accommodation,Luxury Hotel,Sidon,Lebanon,Pangea Beach Resort – 5-star luxury resort with beach,180.0
0735,accommodation,Guesthouse,Sidon,Lebanon,Riad Sidon – Guesthouse near Sidon Souk,35.0
0736,accommodation,Hostel,Sidon,Lebanon,Hostel Saida – Simple hostel near old city,12.0
0737,accommodation,Guesthouse,Sidon,Lebanon,Al Yasmine Guest House – Guesthouse with garden,40.0
0738,accommodation,Hotel,Sidon,Lebanon,Auberge de la Mer – 4-star hotel with seafront,100.0
0739,accommodation,Hotel,Sidon,Lebanon,Sidon Beach Hotel – 3-star hotel near shore,65.0
0740,accommodation,Hostel,Tripoli,Lebanon,Tripoli Traditional Hostel – Budget‑friendly hostel in Tripoli’s historic center offering genuine local flavor.,25.0
0741,accommodation,Hostel,Tripoli,Lebanon,Hostel Tripoli – Simple hostel near Citadel of Raymond,12.0
0742,accommodation,Guesthouse,Tripoli,Lebanon,Guesthouse Al Mina – Guesthouse in Al Mina port area,30.0
0743,accommodation,Hotel,Tripoli,Lebanon,Via Mina Hotel – 3-star hotel with sea views,60.0
0744,accommodation,Hotel,Tripoli,Lebanon,Quality Inn Tripoli – 4-star hotel near old souks,80.0
0745,accommodation,Guesthouse,Tripoli,Lebanon,Riad Tripoli – Guesthouse near old souks,35.0
0746,accommodation,Hostel,Tripoli,Lebanon,Hostel Al Mina – Budget hostel near port,12.0
0747,accommodation,Guesthouse,Tripoli,Lebanon,Seed Guest House – Guesthouse with rooftop views,40.0
0748,accommodation,Hotel,Tripoli,Lebanon,Miramar Hotel Tripoli – 3-star hotel with basic amenities,65.0
0749,accommodation,Hotel,Tripoli,Lebanon,Chateaubriand Hotel – 3-star hotel near city center,60.0
0750,accommodation,Guesthouse,Tyre,Lebanon,"Tyre Seaside Guesthouse – Authentic guesthouse along the coast of Tyre with simple décor and a relaxed, local vibe.",28.0
0751,accommodation,Hostel,Tyre,Lebanon,Hostel Tyre – Simple hostel near Tyre Hippodrome,13.0
0752,accommodation,Guesthouse,Tyre,Lebanon,Guesthouse Sour – Guesthouse near Al Mina ruins,35.0
0753,accommodation,Hotel,Tyre,Lebanon,Rest House Tyre – 4-star hotel with beachfront,90.0
0754,accommodation,Hotel,Tyre,Lebanon,El Boutique Hotel – 4-star hotel with modern design,100.0
0755,accommodation,Guesthouse,Tyre,Lebanon,Riad Tyre – Guesthouse near UNESCO sites,40.0
0756,accommodation,Hostel,Tyre,Lebanon,Hostel Sour – Budget hostel near Tyre Beach,12.0
0757,accommodation,Hotel,Tyre,Lebanon,Dar Alma – 4-star boutique hotel with sea views,90.0
0758,accommodation,Hotel,Tyre,Lebanon,Platinum Hotel Tyre – 3-star hotel near coast,70.0
0759,accommodation,Guesthouse,Zahle,Lebanon,Zahle Local Guesthouse – Quaint guesthouse in the Bekaa Valley with a home‑like atmosphere and authentic Lebanese touches.,28.0
0760,accommodation,Hostel,Gozo (Victoria),Malta,Hostel Victoria – Budget hostel near Cittadella,15.0
0761,accommodation,Guesthouse,Gozo (Victoria),Malta,Guesthouse Gozo – Guesthouse in Victoria center,40.0
0762,accommodation,Luxury Hotel,Gozo (Victoria),Malta,Kempinski San Lawrenz – 5-star luxury hotel with pool,200.0
0763,accommodation,Hotel,Gozo (Victoria),Malta,Hotel Ta’ Cenc – 4-star hotel with nature views,110.0
0764,accommodation,Guesthouse,Gozo (Victoria),Malta,Riad Gozo – Guesthouse near Gozo Cathedral,45.0
0765,accommodation,Hostel,Gozo (Victoria),Malta,Hostel Gozo – Simple hostel near Victoria bus station,14.0
0766,accommodation,Hotel,Gozo (Victoria),Malta,Cornucopia Hotel – 4-star hotel with countryside views,100.0
0767,accommodation,Hotel,Gozo (Victoria),Malta,Grand Hotel Gozo – 4-star hotel with harbor views,110.0
0768,accommodation,Hotel,Gozo (Victoria),Malta,Cesca’s Boutique Hotel – 4-star hotel with pool,120.0
0769,accommodation,Hostel,Mdina,Malta,Hostel Mdina – Simple hostel near Silent City gates,16.0
0770,accommodation,Guesthouse,Mdina,Malta,Guesthouse Mdina – Guesthouse in historic Mdina,45.0
0771,accommodation,Luxury Hotel,Mdina,Malta,The Xara Palace – 5-star luxury hotel in 17th-century building,220.0
0772,accommodation,Hotel,Mdina,Malta,Medina Suites – 3-star hotel with medieval charm,90.0
0773,accommodation,Guesthouse,Mdina,Malta,Riad Mdina – Guesthouse near St. Paul’s Cathedral,50.0
0774,accommodation,Hostel,Mdina,Malta,Hostel Silent – Budget hostel near Mdina walls,15.0
0775,accommodation,Hotel,Mdina,Malta,Palazzo Prince d’Orange – 4-star hotel with historic charm,120.0
0776,accommodation,Guesthouse,Mdina,Malta,Medina Guesthouse – Guesthouse with rooftop terrace,45.0
0777,accommodation,Hostel,Sliema,Malta,Hostel Sliema – Simple hostel near Sliema Promenade,18.0
0778,accommodation,Guesthouse,Sliema,Malta,Guesthouse Sliema – Guesthouse near The Point Mall,45.0
0779,accommodation,Luxury Hotel,Sliema,Malta,The Palace Malta – 5-star luxury hotel with spa,200.0
0780,accommodation,Hotel,Sliema,Malta,The Victoria Hotel – 4-star hotel near ferries,110.0
0781,accommodation,Guesthouse,Sliema,Malta,Riad Sliema – Guesthouse near Balluta Bay,50.0
0782,accommodation,Hostel,Sliema,Malta,Hostel 94 – Budget hostel near Sliema coast,16.0
0783,accommodation,Hotel,Sliema,Malta,AX The Preluna – 4-star hotel with beach club,100.0
0784,accommodation,Hotel,Sliema,Malta,1926 Hotel & Spa – 4-star hotel with modern design,120.0
0785,accommodation,Hotel,Sliema,Malta,Waterfront Hotel – 4-star hotel with sea views,100.0
0786,accommodation,Hostel,St. Julian’s,Malta,Hostel St. Julian’s – Budget hostel near Paceville nightlife,20.0
0787,accommodation,Guesthouse,St. Julian’s,Malta,Guesthouse Spinola – Guesthouse near Spinola Bay,50.0
0788,accommodation,Luxury Hotel,St. Julian’s,Malta,Hilton Malta – 5-star luxury hotel with marina views,230.0
0789,accommodation,Hotel,St. Julian’s,Malta,Hotel Juliani – 4-star boutique hotel on seafront,120.0
0790,accommodation,Guesthouse,St. Julian’s,Malta,Riad St. Julian’s – Guesthouse near Portomaso Marina,55.0
0791,accommodation,Hostel,St. Julian’s,Malta,Hostel NSTS – Simple hostel near nightlife,18.0
0792,accommodation,Luxury Hotel,St. Julian’s,Malta,InterContinental Malta – 5-star luxury hotel with pool,260.0
0793,accommodation,Luxury Hotel,St. Julian’s,Malta,Corinthia St. George’s – 5-star luxury hotel with beach,250.0
0794,accommodation,Hotel,St. Julian’s,Malta,Be.Hotel – 4-star hotel near Bay Street,110.0
0795,accommodation,Hotel,St. Julian’s,Malta,Marina Hotel Corinthia – 4-star hotel with marina access,130.0
0796,accommodation,Hostel,Valletta,Malta,Hostel Valletta – Budget hostel near Upper Barrakka Gardens,20.0
0797,accommodation,Guesthouse,Valletta,Malta,Guesthouse Valletta – Cozy guesthouse in historic center,50.0
0798,accommodation,Luxury Hotel,Valletta,Malta,The Phoenicia Malta – 5-star luxury hotel with harbor views,250.0
0799,accommodation,Hotel,Valletta,Malta,Palazzo Consiglia – 4-star boutique hotel with rooftop,130.0
0800,accommodation,Guesthouse,Valletta,Malta,Riad Valletta – Guesthouse near St. John’s Co-Cathedral,55.0
0801,accommodation,Hostel,Valletta,Malta,Hostel Malti – Simple hostel near Grand Harbour,18.0
0802,accommodation,Luxury Hotel,Valletta,Malta,Excelsior Grand Hotel – 5-star luxury hotel with seafront,240.0
0803,accommodation,Luxury Hotel,Valletta,Malta,Grand Hotel Excelsior – 5-star luxury hotel with gardens,230.0
0804,accommodation,Hotel,Valletta,Malta,Osborne Hotel – 3-star hotel near Fort St. Elmo,90.0
0805,accommodation,Hostel,Budva,Montenegro,Hostel Budva – Simple hostel near Old Town,18.0
